case_id,latency_correction_s,point_count,fixed_az_mean_deg,fixed_az_std_deg,fixed_az_p05_deg,fixed_az_p50_deg,fixed_az_p95_deg,fixed_el_mean_deg,fixed_el_std_deg,fixed_el_p05_deg,fixed_el_p50_deg,fixed_el_p95_deg,comp_az_mean_deg,comp_az_std_deg,comp_az_p05_deg,comp_az_p50_deg,comp_az_p95_deg,comp_el_mean_deg,comp_el_std_deg,comp_el_p05_deg,comp_el_p50_deg,comp_el_p95_deg,az_change_mean_deg,az_change_std_deg,az_change_p05_deg,az_change_p50_deg,az_change_p95_deg,el_change_mean_deg,el_change_std_deg,el_change_p05_deg,el_change_p50_deg,el_change_p95_deg,mean_position_change_m,max_position_change_m
ss3_nominal,-0.01,2,-25.528086363554273,90.66798059514667,-107.12926889918629,-25.528086363554266,56.07309617207773,46.676430307910465,7.428643310069031,39.990651328848344,46.676430307910465,53.36220928697259,-27.81116378874607,92.85714997525749,-111.38259876647781,-27.81116378874607,55.760271188985655,46.75073028631746,7.550881344926317,39.95493707588378,46.75073028631746,53.54652349675115,-2.2830774251917987,2.1891693801108048,-4.253329867291523,-2.2830774251917987,-0.3128249830920746,0.07429997840699443,0.12223803485728624,-0.03571425296456319,0.07429997840699443,0.18431420977855204,0.207686546853731,0.4020178109362444
ss3_upper,-0.01,2,61.0456720922661,65.73953423582608,1.8800912800226248,61.0456720922661,120.21125290450958,71.17532542412329,6.783688937999955,65.07000537992333,71.17532542412329,77.28064546832324,62.34730141684809,64.31927730421623,4.459951843053482,62.3473014168481,120.23465099064269,71.7696373080782,7.730134176960149,64.81251654881407,71.7696373080782,78.72675806734233,1.3016293245819908,1.4202569316098517,0.023398086133124274,1.3016293245819908,2.579860563030857,0.5943118839549157,0.9464452389601945,-0.2574888311092593,0.5943118839549157,1.4461125990190906,0.1521753101407546,0.24979503146190557
ss3_nominal,-0.005,2,-25.528086363554273,90.66798059514667,-107.12926889918629,-25.528086363554266,56.07309617207773,46.676430307910465,7.428643310069031,39.990651328848344,46.676430307910465,53.36220928697259,-27.690632810490087,92.76006019636195,-111.17468698721584,-27.690632810490087,55.79342136623566,46.75162562090243,7.539604601605475,39.965981479457504,46.75162562090243,53.53726976234736,-2.1625464469358135,2.092079601215268,-4.045418088029555,-2.1625464469358135,-0.2796748058420727,0.07519531299196203,0.1109612915364444,-0.02466984939083794,0.07519531299196203,0.175060475374762,0.19625343807239312,0.38250325468682267
ss3_upper,-0.005,2,61.0456720922661,65.73953423582608,1.8800912800226248,61.0456720922661,120.21125290450958,71.17532542412329,6.783688937999955,65.07000537992333,71.17532542412329,77.28064546832324,62.2777795928834,64.41909803570033,4.30059136075309,62.27777959288339,120.2549678250137,71.77864353837005,7.651044937189411,64.89270309489957,71.77864353837005,78.66458398184052,1.232107500617294,1.3204362001257457,0.04371492050412279,1.232107500617294,2.420500080730465,0.6033181142467612,0.8673559991894564,-0.17730228502374956,0.6033181142467612,1.383938513517272,0.1394872158349464,0.23807466167943248
ss3_nominal,0.0,2,-25.528086363554273,90.66798059514667,-107.12926889918629,-25.528086363554266,56.07309617207773,46.676430307910465,7.428643310069031,39.990651328848344,46.676430307910465,53.36220928697259,-27.570096748696734,92.66298887286024,-110.96678673427095,-27.570096748696727,55.82659323687748,46.752371034082614,7.528303007898895,39.976898326973604,46.752371034082614,53.52784374119162,-2.0420103851424614,1.9950082777135663,-3.837517835084671,-2.0420103851424614,-0.2465029352002519,0.07594072617214209,0.09965969782986406,-0.013753001874735559,0.07594072617214209,0.16563445421901973,0.18482151923538445,0.36298243360376975
ss3_upper,0.0,2,61.0456720922661,65.73953423582608,1.8800912800226248,61.0456720922661,120.21125290450958,71.17532542412329,6.783688937999955,65.07000537992333,71.17532542412329,77.28064546832324,62.209858969197704,64.51689257947592,4.1446556476693726,62.20985896919771,120.27506229072604,71.78751265020543,7.571859718147245,64.9728389038729,71.78751265020543,78.60218639653795,1.1641868769316053,1.2226416563501592,0.063809386216462,1.1641868769316053,2.2645643676467486,0.6121872260821348,0.7881707801472899,-0.0971664760504261,0.6121872260821348,1.3215409282146957,0.12680229312264024,0.22634937829088894
ss3_nominal,0.005,2,-25.528086363554273,90.66798059514667,-107.12926889918629,-25.528086363554266,56.07309617207773,46.676430307910465,7.428643310069031,39.990651328848344,46.676430307910465,53.36220928697259,-27.44955598978857,92.565936894569,-110.75889919490068,-27.449555989788564,55.859787215323536,46.75296656524756,7.516976560782755,39.98768766054308,46.75296656524756,53.518245469952035,-1.9214696262342983,1.897956299422333,-3.629630295714398,-1.9214696262342983,-0.21330895675419884,0.07653625733708935,0.088333250713724,-0.002963668305262245,0.07653625733708935,0.15603618297944094,0.17339078209668138,0.34345545745291356
ss3_upper,0.005,2,61.0456720922661,65.73953423582608,1.8800912800226248,61.0456720922661,120.21125290450958,71.17532542412329,6.783688937999955,65.07000537992333,71.17532542412329,77.28064546832324,62.14350773436789,64.61268823617641,3.9920883218091228,62.14350773436789,120.29492714692665,71.79624677127558,7.492581068839293,65.05292380932022,71.79624677127558,78.53956973323095,1.0978356421017879,1.1268459996496774,0.08367424241707824,1.0978356421017879,2.1119970417864975,0.6209213471522972,0.7088921308393381,-0.01708157060310711,0.6209213471522972,1.2589242649077015,0.11412058825997008,0.21461923736165214
ss3_nominal,0.01,2,-25.528086363554273,90.66798059514667,-107.12926889918629,-25.528086363554266,56.07309617207773,46.676430307910465,7.428643310069031,39.990651328848344,46.676430307910465,53.36220928697259,-27.329010918503094,92.46890515009551,-110.55102555358904,-27.3290109185031,55.89300371658285,46.7534122558825,7.505625258041064,39.998349523645544,46.7534122558825,53.50847498811946,-1.8009245549488213,1.8009245549488213,-3.4217566544027607,-1.8009245549488213,-0.1800924554948823,0.07698194797203328,0.07698194797203328,0.007698194797203329,0.07698194797203328,0.14626570114686324,0.16196122696827603,0.32392245393655206
ss3_upper,0.01,2,61.0456720922661,65.73953423582608,1.8800912800226248,61.0456720922661,120.21125290450958,71.17532542412329,6.783688937999955,65.07000537992333,71.17532542412329,77.28064546832324,62.07869451955693,64.70651180853525,3.8428338918752023,62.07869451955693,120.31455514723865,71.8048479736939,7.413211487570564,65.13295763488038,71.8048479736939,78.47673831250741,1.03302242729083,1.03302242729083,0.103302242729083,1.03302242729083,1.9627426118525768,0.6295225495706092,0.6295225495706092,0.06295225495706092,0.6295225495706092,1.1960928441841574,0.10144215361637242,0.20288430723274484
